marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,1622207,R3PO3K321GY8HI,B00C7UZTT8,264608272,"Pure Garcinia Cambogia Extract, 60 x 500mg capsules. 60% HCA with Potassium & Calcium. Premium quality. 1000mg Daily Dose. Zero side effects. Clinically proven. Revolutionary weight loss supplement. As seen on TV. Full 60 day, 100% money back guarantee.",Health & Personal Care,1,0,0,N,Y,Doesn't work.,"So far I've felt no change in my appetite and if anything I feel heavier, I feel bloated. I'm 5'4 and 118. Notttt going to be considering any product like this one again.",2015-08-31
US,29856075,RVQ0UNYX6IEVK,B005F9XFN0,638667060,"Now  Better Stevia Organic Sweetener, 4 oz.",Health & Personal Care,1,0,1,N,Y,not quite,Not nearly as good as Kal,2015-08-31
US,52319463,R25E9NIGO2XQ3D,B00Q8YSPTU,130354267,"Now Foods Stevia Extract, 8 Fl Ounces",Health & Personal Care,5,0,0,N,Y,Reasonably priced 2-pack,Reasonably priced when buying 2. Fast delivery.,2015-08-31
US,16857013,R3GIEXIIIR2G9Y,B00N34HBVG,700530604,Compression Thigh Wrap Slimmers,Health & Personal Care,1,0,0,N,Y,DO NOT BUY!!!! Very small,They are sooooooo small they barely fit my wrist and I'm a size 6 and ordered the large,2015-08-31
US,12269680,R264BH3U417NXF,B002UN2UKS,731161248,Brownmed SEAL-TIGHT Freedom Cast and Bandage Protector,Health & Personal Care,5,0,0,N,Y,Worked Great!! Very durable - used for over a ...,Worked Great!!  Very durable - used for over a month while my foot was healing from surgers,2015-08-31
US,29116955,R2C6S0XJIMP0Z2,B003265KYK,719831457,"Botanic Choice Glucosamine Sulfate 500mg Capsules, 90 Count (Pack of 2)",Health & Personal Care,5,0,0,N,Y,Five Stars,"Great price, on time delivery.",2015-08-31
US,14533949,R2LRJYGC2YYR2F,B00939J5T6,377517622,Shibari SHIB-WHT Magic Wand Power Massager,Health & Personal Care,2,0,0,N,Y,Cant handle long periods as states in description.,Broke down after a month.,2015-08-31
US,11274313,R3SVW9ZP1CZPW7,B00LJOQKRI,376583016,Eyekepper 5-pack Spring Hinges Vintage Reading Glasses Men Includes Sun Readers,Health & Personal Care,1,0,1,N,Y,One Star,I think the prescription is not as advertised.,2015-08-31
US,14861684,R1GLA6RQUF4Q79,B002TG3QPO,813956658,"Isopure Zero Carb Protein Powder, 100% Whey Protein Isolate",Health & Personal Care,4,0,0,N,Y,Four Stars,Loved it,2015-08-31
US,13899017,R1UXYY06OAAUQ,B000293XLM,475333749,Nature's Way Valerian Root,Health & Personal Care,3,0,0,N,Y,Valerian,"Of course they have that Valerian pungent smell...however, they do produce calmness and sleep assistance. I am testing effects before I allow my elderly mom to try them...to ease brain tremors.",2015-08-31
US,22649477,R37R181DDM2UUL,B002XULCB6,548350995,Pure Protein 35g Shake - Frosty Chocolate,Health & Personal Care,4,2,2,N,Y,Lots of protein and decent flavor,Pure Protein has a decent flavor. I like to get extra protein and like shakes but I do think most of them have a funny flavor. 35 grams is a lot of protein and it is very low carbs so that is great. I am not a fan of the artificial sugars though and hope that they come out with a shake sweetened with stevia soon.,2015-08-31
US,3032855,R27SGADEMD656F,B008ZAH0GY,951720176,Tampax Pearl Active Plastic Triplepack Light/Regular/Super Absorbency,Health & Personal Care,5,0,1,N,Y,Five Stars,Ok,2015-08-31
US,50247241,R2H4PFXM303UPQ,B0013OSN6A,568590155,"Now Foods, Indole-3-Carbinol, 200 mg, 60 Veggie Caps",Health & Personal Care,4,3,3,N,Y,Four Stars,Another great product for my preventative cancer regimine,2015-08-31
US,23147228,RZ9HASH6YNE4J,B00LLKJIQ0,871825395,"Pure Sun Naturals Pure and Potent Forskolin Weight Loss Supplement, Fat Burner 20 Percent Coleus Forskohlii Standardized, 90 Capsules",Health & Personal Care,5,1,1,N,Y,Five Stars,Amazing as always.,2015-08-31
US,34049312,RCE8WNGDG2QHE,B007H91S5S,611669941,Contour Products Folding Bed Wedge,Health & Personal Care,3,0,0,N,Y,the wedge itself is great.. however for me,"the wedge itself is great.. however for me, it was to high.. I kept rolling off of it.. since the 12&#34; I have purchased the 7&#34; which for me work much better. depending on the person and what height they want, these wedges are great!",2015-08-31
US,12846792,R2Z3FWLT7V5BDV,B00YFOVMUO,907201486,"Advanced OTC pH AccuCheck 120ct. + BONUS PDF Info. Pack To Benefit Your pH Health - pH Test Strips for Lab & Home Use to Test Urine, Saliva and Anything Liquid!",Health & Personal Care,5,0,0,N,N,Five Stars,PH Test strips :)),2015-08-31
US,34396419,R1LII928W7JJFN,B00IXPC50W,387362973,"Woolzies Best quality, great value 100% Pure Lavender Essential Oil, therapeutic grade, aromatherapy oils",Health & Personal Care,5,0,0,N,Y,"a beautiful scent, These oils are very good and scent ...","OH, a beautiful scent, These oils are very good and scent is strong. Love it.",2015-08-31
US,42121146,RR3HYBU0LOG05,B005DQTUWA,504121663,"Nature Made Krill Oil Softgels, 300 Mg, 60 Count",Health & Personal Care,5,2,3,N,Y,Five Stars,I enjoy taking these much better than the big fish oil capsules,2015-08-31
US,35574474,R2604WANPTX0YO,B00N2BW2PK,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,Y,"perfect, thank","Its, perfect, thank you",2015-08-31
US,47118568,RH7A4CZ5CKC72,B005NQVLEU,21954167,"FunZone Vulcan Love Skin, Masturbator Ripe Mouth + Vibe",Health & Personal Care,4,0,1,N,Y,Four Stars,Pretty good!,2015-08-31
US,6369984,R2NGB1TRR68FI1,B004FE1HGI,434179581,Raw Pancreas Glandular 500 mg 60 Caps,Health & Personal Care,5,0,1,N,Y,Five Stars,Raw Pancreas is a good product for the Health,2015-08-31
US,24814591,R1DW9HGGSGPW1L,B003B3OOO6,805429373,Nature's Way Alive Men's Max Potency Multi-Vitamin,Health & Personal Care,4,0,0,N,Y,Bummer for me.,"These were great for a time. Unfortunately I've discovered they were also causing my breakouts. Not sure which ingredient was causing it, but as soon as I gave up taking any Multivitamin, my breakouts completely stopped. Bummer for me.",2015-08-31
US,25402244,RNV4CWGB974GE,B000A0S5LG,33116926,Neilmed Sinus Rinse Kit,Health & Personal Care,2,0,1,N,Y,Not the product for me!,Waste of money. Not really anything to do w/ product but my daughter would not do it.,2015-08-31
US,12152777,R45LXAPWF1BYU,B0051M9DKU,242872821,"Doctor's Best Best Nattokinase, Vegetarian Capsules (2,000 FU)",Health & Personal Care,5,9,10,N,Y,This Natto is powerful!,This stuff is great. I take two a day and on capsule lasts twelve hours. I took a second one too close the previous capsule and I felt a little light-headed for a few hours. Take 12 hours apart and they dropped my blood pressure 10 to 15 points for almost the whole time.<br /><br />Of course Amazon's shipping and pricing can't be beat.,2015-08-31
US,34611638,R1NES47DS1OHKM,B001H4FN50,473834034,Patchouli - Nandita Incense Oil/Roll On - 1/4 Ounce Bottle,Health & Personal Care,5,0,0,N,Y,Five Stars,Love this stuff. Been using it for seven years now,2015-08-31
US,37972503,R3G123CRMPX774,B00JM94GOQ,358371229,S&S® Foot alignment socks/pink,Health & Personal Care,5,0,0,N,Y,Just as described!,Absolutely loved them! I was a bit worried but will buy additional pairs. I use them for painting my toes so can't review about alignment but great for keeping toes apart while painting. Shallow but it's what I needed them for :),2015-08-31
US,27908167,RMHV44UUQNFKD,B004GHALRK,40610947,"Conceive Plus Personal Lubricant, 8x Pre-filled Applicators, Sasmar Fertility-Friendy Sperm Safe Lube For TTC Couples",Health & Personal Care,5,2,3,N,Y,It seems to work...,"i conceived the very first time using it after trying for several months.  It was a little irritating though, but I'm sensitive.  Didn't like the consistency or applicators (applicators let air in if you aren't careful... Not sexy) as much as other fertility lube, but I got pregnant so 5 stars!",2015-08-31
US,12902696,R3HZ55S6TZ36CG,B00TN7E7YQ,310876485,Coromose Beautiful Plated Leaf Heart Joint Knuckle Nail Ring Set of Four Rings,Health & Personal Care,5,0,0,N,Y,Five Stars,I bought a second set for my friend.,2015-08-31
US,3874931,RGH2EH7QM0LOO,B005IV0AI8,232918810,Hugo Mobility Adjustable Derby Handle Cane with Reflective Strap,Health & Personal Care,5,0,0,N,Y,Very good grip.,"Great cane.  I have small hands and very arthritic, but it is very comfortable.",2015-08-31
US,14386248,R1YPKAZAW2AYBS,B003DN1WJY,196599327,Desitin Diaper Rash Cream Rapid Relief,Health & Personal Care,5,0,0,N,Y,Five Stars,"Great Product, Great Price!",2015-08-31
US,15665107,R2D1QHB72QYC2W,B00PKHIDRA,64595824,WEISHI Long Handle Version Butterfly Open Double Edge Safety Razor.,Health & Personal Care,5,2,2,N,Y,Old school shave,"At 55, I've used all the different razors out there. Three, four and five blades, electric, electric you can use in the shower with a &#34;goo&#34; dispenser, and disposable. Even some disposables from other countries. I decided to try the old school safety razor, and I gotta tell you, its pretty darn good. Requires a little more caution, with nice, sharp &#34;Feather&#34;-brand blades, but its a great shave. This Weishi fits nice in my hand, good balance, and just the right weight. Cleaning is so much better than with the multi-blades. Nothing gets stuck between blades, and you can open it up and really wash out the inside. I guess that sometimes old is new, and tried and true is better than newfangled. I'll probably keep the Harry's for traveling, but this is the new standard in my bathroom.",2015-08-31
US,35803705,R2TZRCJCU1CH36,B00N2BW638,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,N,Pleasantly Surprised,"I never thought that I would be the one to buy a Fitbit. I wanted to be the one young person who didn't have a wearable piece of technology, but when I found a Fitbit Charge HR for half price at an REI Garage Sale I couldn't pass it up.  For someone who is an avid cyclist and exercise junky I have used this little watch more than expected.  It has been such a useful tool for my health and workouts and I cannot seem to live without it now! It tracks my sleep and shows me when I have been awake/restless throughout the night and gives me goals for a good nights sleep. I like that it counts all of my steps during my day, including my rides, which has been super helpful.  The only issues I have found with my Fitbit so far is minor troubles with syncing it to my computer and phone. I just have to reset the Fitbit and it syncs right back into the system! The best part about the reset function is that it only restarts the Fitbit itself and NOT your data! :)",2015-08-31
US,50465378,R2PAXVVB0G1AM6,B006SFJ21O,492017578,"SCALPICIN 2 in 1 Scalp Itch Treatment, 1.5 Ounce (Packaging may vary)",Health & Personal Care,5,0,0,N,Y,Five Stars,"This 2 in 1 Scalpicin is great.  Will buy again.,",2015-08-31
US,26910107,RZNIJWRS0LCQX,B00X9JE7LM,943174379,"Equinox International Dental Hygiene Kit - Includes Tarter Scraper/Scaling Instrument, Dental Pick, Dental Sickle, and Mouth Mirror - Professional Surgical Grade Dentist Approved Tools",Health & Personal Care,4,0,0,N,Y,Awesome product!!!,Very awesome product !! Very useful!! My package was delivered on time.,2015-08-31
US,28016918,RLBGTWG2E2JQ1,B0055E2TGE,124055190,Bazuka Extra Strength 6G,Health & Personal Care,5,13,16,N,Y,Completely Gone in ONE WEEK!,"I cannot believe that after trying for over one whole year to get rid of a wart on my hand, Bazuka Extra Strength did it in one week, I am just flabbergasted! This wart was so persistent and with only 3 treatments (1 every other day for a week) it's gone completely!  I would definitely recommend this product to anyone who wants to clear up warts and/or verrucas quickly!",2015-08-31
US,20403979,R1MKO6NLYVTR7B,B00G2C2OCC,746589439,"Life Extension Cognitex Plus Pregnenolone with Brain Shield Softgels, 90 Count",Health & Personal Care,5,12,12,N,Y,even though I would like to use it every day if possible,"This product does everything that it says it will do and more. I have experienced significant improvement everytime I use it. The only drawback is the price. Although it is priced much lower than all the other brain wonder supplements it is still too high for my budget, even though I would like to use it every day if possible.<br />Cris Willis",2015-08-31
US,19900508,R1VRO8J966Q7KZ,B005DLCJX2,605466341,Pampers Sensitive Wipes,Health & Personal Care,5,0,0,N,Y,Best wipes ever,"Best wipes ever, have tried many brands but pampers hands-down are the best",2015-08-31
US,1284090,R3M6DNKH40KE70,B01346LJBA,632930729,** MEGA ONE DAILY MULTIVITAMIN ** Multivitamin with iron - Daily Multivitamin For Women Men And Kids - A-Z Everything You Need - Top Rated 5 Star Multivitamin,Health & Personal Care,5,2,3,N,N,Great vitamins,"I have started taking this multivitamin and mineral complex for about one week now. My body is adjusting to these vitamins really well. Usually when I start taking vitamins, I feel nauseated. With these vitamins, I feel great, no nausea. I do feel my energy level getting better. I'm not feeling so tired all the time. I no longer have to take naps on the weekend. This bottle comes in a two month supply, there are a total of 60 tablets. The supplement facts that are listed in this tablet is very impressive. It really does have everything from A-Z in here. I am really enjoying this multivitamin and mineral complex supplement. I have received this item during a promotion for my complete and honest to review.",2015-08-31
US,12193589,R3DCSSB8K3QFA3,B000E13BVA,361204512,Borin-Halbich 7 Day Pill Organizer Tray,Health & Personal Care,5,0,0,N,Y,Perfect solution,"I have complex regional pain syndrome and I now move from my bed to my chair every day. I was putting my daily pills when I moved to the chair in a pill container lid, however the cat knocked them over one time too many.  My friend told me about these type of pill containers so I searched and found exactly what I needed and not a moment too soon. Shortly after my 2 weeks supply arrived and I filled them, I fell ill and there was no way I would have been able to have filled the next week of pills. I'm so thankful I had that 2nd week already filled. This has worked out perfectly for me - the crazy cat can't spill them, I can carry them wherever I need to. I take a lot of vitamins and supplements and they ALL fit!!!",2015-08-31
US,927792,R1YRBYGW7DKF2B,B00N2BW9BW,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,Y,Five Stars,Love it.,2015-08-31
US,50490454,R2TDB1AN00LB5B,B00020HYNO,756622063,"Solaray White Willow Bark Capsules, 400 mg, 100 Count",Health & Personal Care,4,3,4,N,Y,White Willow Bark is really working for me as a pain reliever.,I've stopped taking acetaminophen and Ibuprofen because of reported side effects and I'm happy to have White Willow Bark. Its working great for me as a pain reliever.,2015-08-31
US,8890574,R294IGQ1NA3NXH,B00U09Z2FE,706638812,Bamboo Toothbrush 3 Pack - Suistainably Grown in Recycled Biodegradable Packaging,Health & Personal Care,5,0,0,N,N,Light weight and cleans great,"I am very picky about my toothbrushes. So I was a bit apprehensive when I was offered this product at a free / reduced price in exchange for my honest, unbiased review. I was quite surprised when I received this product. The toothbrush is light weight and the bristles are super soft. Perfect for sensitive teeth. I love the way my teeth feel after using these toothbrushes. My gums aren't sore or bleeding like they do when you scrub your teeth with a hard bristled toothbrush. My mouth feels clean and fresh after using these. I have two teenagers in braces and they tried them as well and love them. They are easy on their brackets and gets between the wires safely. I would definitely recommend these toothbrushes to friends and family.",2015-08-31
US,37594866,RZE40JV6V4IV6,B00SP3A1M6,321090634,YES Personal Lubricants Water Based Formula| Organic Intimate Lubricant & Vaginal Moisturizer - Discreet Applicators,Health & Personal Care,5,0,0,N,Y,Fantastic,It is amaizing. Took a little while to get here but It is worth It,2015-08-31
US,16115294,R1IT6PH08O3E8I,B0007XFB2W,451352338,Original Sprout 4 oz Miracle Detangler,Health & Personal Care,5,0,0,N,Y,Product works great and only alittle is needed,Moisturizers and leaves hair feeling natural . Product works great and only alittle is needed.,2015-08-31
US,31463514,R222C2BHK9KPL,B00E4UOKNK,661975925,"Haylard Health Purple Nitrile Exam Gloves, Large, 100 Count",Health & Personal Care,5,0,0,N,Y,Five Stars,Love these gloves,2015-08-31
US,25391946,R222C4BBYUF2TX,B00IPILHSS,103230886,"Purely Inspired Plant Based Protein Shake, Very Berry, 1.5 Pound",Health & Personal Care,5,5,7,N,Y,Very Berry Good!,The protein powder is tasty with no chalky aftertaste. Mix it with almond milk and the flavor is purely delightful.<br />The price is better than most vitamin and nutrition shops. Easy ship and quick to deliver for those without PRIME.<br />The berry flavor truly tastes like it is a bunch of berries mixing up the flow.<br />Try it out and decide for yourself.,2015-08-31
US,1717317,R2984F9VD9WDJB,B0013OVVK0,895291357,"Jarrow Formulas N-A-C Sustain, Supports Liver and Lung Function, 600 mg, 100 Sustain tabs",Health & Personal Care,1,37,46,N,Y,... month 2000 mg and my immune response was very bad and,took it upon my dr recomma tion for my MS for a month 2000 mg and my immune response was very bad and aggressive,2015-08-31
US,45354912,R3E2B3EGIUSKNC,B008FPY7NI,173992831,Bitter Apricot Kernels Raw 100% Organic (Seeds) 430g Bag 1lb,Health & Personal Care,5,0,0,N,Y,Love them!,They are delicious and nutritious for snacking. Love them!,2015-08-31
US,41275350,R1KKBOFZ3KFTLD,B009R2VH9A,296084896,Fatal Funnel 12 - PACK,Health & Personal Care,5,0,0,N,Y,AWESOME product!!! they WORK.,"AWESOME product!!!  I was skeptical after reading some reviews on this product on some other sites . But i bit the bullet and bought these. Well I'll be Damned . they WORK like a charm. and not just with 2 ltr bottles . I have them on gallon milk jugs , Coffee creamer bottles and almost any plastic bottle or jug that you can slice a small x in with a razor blade.If you are truly want to get rid of the yellow jackets . put these out in February or March to get the Queens just as they emerge from hibernation . Be sure to buy &#34;RESCUE&#34; brand 10 week cartridges. they are a little more spendy than the 4 week cartridges  but using the 'Fatal Funnel with the 10 week Yellowjacket cartridge is a deadly combination",2015-08-31
US,19010445,R20H8HZ9YLA88B,B00YNYH8F4,316580345,LENA Menstrual Cup - FDA Registered - Small - Normal Flow - Pink - A Better Period,Health & Personal Care,5,0,0,N,Y,Thank you!! This great!,This may take a little time to get used but after the first few times wearing the Lena cup I can say I will never go back to using tampons ever again.,2015-08-31
US,29368987,R3ROSQJ6VL9Q6A,B004UFJ6Q0,657326423,Monteverde Mega Ink Ball Black Front Head Part Accessory - MV34502PB,Health & Personal Care,5,0,0,N,Y,Pen didn't write. Had to get a new tip ...,Pen didn't write.  Had to get a new tip.  Luckily I found one on Amazon.,2015-08-31
US,1384691,R282YEFV0ZPHD7,B00WFBKF9I,382370230,"Robbers' Relief: 30mL. (Compare to Thieves by Young Living). A Powerful & Therapeutic Combination of 5 Essential Oils: Clove, Cinnamon, Lemon, Rosemary & Eucalyptus",Health & Personal Care,5,3,4,N,Y,Outstanding product!,"I ordered thieves blend to help with my teeth.  I went to the dentist and of they want to pull some teeth and put implants in my mouth,  I am determined to heal this problem with chemicals and surgery.  The thieves is taking the pain out as soon as I apply it and now in time I believe the nerves will heal themselves and balance will be restored!",2015-08-31
US,52326189,RC61CN07VXB1I,B00MURXYMM,116286923,Handheld ECG heart rate monitor MD100B Observer,Health & Personal Care,2,1,1,N,N,very poor tracing,I bought this in 2013 (via Amazon)  for less than half what they are asking now.  You can change the height of the complexes but you cannot change the speed so you only get a few complexes to observe.  Baseline is way too sensitive - would never be able to detect AFib....cannot see p waves either.  Would not recommend it - put your money on something better.,2015-08-31
US,128077,R2BH5NA7H0LBP9,B00A76CPUA,457106539,RuiChy 12 Color Pro 3d Nail Art Design Acrylic Gel Paint Painting Tube Pigment Set,Health & Personal Care,4,0,0,N,Y,Four Stars,Nice price,2015-08-31
US,44877916,RZ4I492HYC3G3,B00BXNU80U,378464666,"Garcinia Cambogia Drops - Fast Absorbing Liquid - 100% Natural Weight Loss Supplement - 60 Servings, (60% HCA) - 2 Liquid Ounces (60 ML).",Health & Personal Care,1,0,0,N,Y,One Star,nsntnttnxgntttn,2015-08-31
US,52352955,R3UQ3EJ0T6Z87M,B00V9JP8EE,301579594,"InnoGear Aromatherapy Essential Oil Diffuser Portable Ultrasonic Diffusers with Color LED Lights Changing and Waterless Auto Shut-off Function for Home Office Bedroom Room, 100 mL",Health & Personal Care,5,0,1,N,Y,efficient and simple aromatherapy device,Loving the efficient and simple aromatherapy device. My office is over a restaurant and it helps to keep the atmosphere clear of cooking odors!,2015-08-31
US,28768214,RMXMIVW5LBZBY,B00XGYV40M,166493805,Denture Bath With Basket - European Style - Fulfilled by Amazon,Health & Personal Care,4,0,0,N,Y,like the cup,"my dentures fit perfectly, and I like the strainer cup so my fingers do not have to touch the cleaning solution. I just wish it did not leak. I travel a lot and am getting used to my new dentures so there are times I take my cup in the car with me filled with water ( my dentist told me to soak them in water when they are not in my mouth). So if anyone has a suggestion for a cup that does not leak it will be appreciated",2015-08-31
US,32956435,R3G4XC4CDA5PF4,B00FKXKZ9I,420136242,"NOW Solutions Clinically Advanced Hair, Skin And Nail,90 Capsules",Health & Personal Care,5,2,7,N,Y,Five Stars,Remember Matthew 7:21,2015-08-31
US,34838239,RNB10A158B5WM,B008XBK7PG,920971295,Sony Lithium 3V Batteries CR2032,Health & Personal Care,5,0,0,N,Y,Good price and excellent item.,"I have a fitness band that takes this specific battery.  It says the average battery lasts up to 4 months, so I bought this multi-pack of them to keep me fit as a fiddle.  Well, not to keep me fit, but to help me monitor my fitness level.  I opened one just last week and it was fresh and new as I wanted it to be.  These batteries sit in my desk drawer, so after about a year I will update this review to add how well the held up.",2015-08-31
US,16197567,R3CBWBH9N3KD4T,B00MXMMW8G,569032210,Major Curves Butt Enhancement | Enlargement Cream (Select Quantity),Health & Personal Care,5,0,0,N,Y,It works great!,"I've been using MC for about two years. The pills, and now the cream. Trust me...if you use it as directed...it will work. I'm  one happy (2 year) customer.",2015-08-31
US,22041920,R1NLQ0DAMM5EP1,B00P9GVHT8,187115612,"Doctor Recommended Digital Hearing Amplifier - Behind the Ear Hearing Device - Fits Right & Left Ears - No Prescription Needed - Reduces Static, White Noise, Background Noise - Amplifies Sound",Health & Personal Care,5,2,2,N,N,A digital hearing amplifier worth buying...,I've recently got this piece of digital hearing amplifier as a gift from one of my friends for my left ear as I have a slight hearing problem on it. I've been using it since then. It's been very comfortable and easy to use even when I'm at work as it fits in perfectly into my ear and my colleagues barely notice it. I've realized that it has designs for both ears though I'm just using it for just one of my ears at the moment.,2015-08-31
US,591966,R14FMWKMNMZWGB,B000GP0NSI,478474714,BSN SYNTHA 6,Health & Personal Care,5,0,0,N,Y,Five Stars,One of the best Protein Powder on the market.,2015-08-31
US,17961181,R3QZOBE82JWNT0,B00BPUY3W0,955200395,"Natural Vitality Natural Calm Magnesium Anti Stress, Organic, Raspberry Lemon",Health & Personal Care,5,4,5,N,Y,This product I have used for the past 2 years ...,This  product I have used for the past 2 years when a neighbor suggested it for a 27 year old problem I had with RLS.  I hadn't slept but 1 - 2 hours a night at least 5 nights a week and then would sleep heavily  and restlessly for 2 nights.  It sure wore me  down.  When I began using this at only a teaspoon per day in water (it is pleasant) it only  took about a week or so and I have been sleeping ever since - every night.  So very thankful for that neighbor's suggestion.  I am passing on the word to others  who cannot sleep.,2015-08-31
US,22991871,R2R8UHQEAS72ZV,B000Q3BZXM,289971036,Herbs Etc - Menopautonic Alcohol Free - 120 Softgels,Health & Personal Care,2,0,0,N,Y,Two Stars,Does nothing,2015-08-31
US,29760209,R367NJ6UIK4Y7Q,B00C2VOHWC,922758202,Magician Magic Party Tattoos - 72 pcs,Health & Personal Care,4,0,0,N,Y,Four Stars,"Didn't stick that well, but matched the theme and had enough to give them a couple of tries.",2015-08-31
US,36219902,R1LUCAQEF2QQHW,B0052V1JA2,658815659,"Sprayway Glass Cleaner Aerosol Spray, 19 oz",Health & Personal Care,5,0,0,N,Y,"Works much better than regular glass cleaner, IF you follow the directions.","Great stuff, be sure to follow the directions for best results!",2015-08-31
US,50169775,RG1GTXI6INW51,B00J3ZLKC0,58632367,Omron Alvita Ultimate Pedometer,Health & Personal Care,1,1,3,N,Y,a piece of junk!,"Doesn't work at all! It's brand new and it won't start. I've changed the batteries, followed the instructions, and it just won't start at all...ever.",2015-08-31
US,17365073,R7HFJODX21V6M,B00B7VALNC,113843197,Natrol Vitamin D3 Strawberry -- 2000 IU - 90 Mini Tablets,Health & Personal Care,5,0,0,N,Y,Five Stars,Delivered as promised.,2015-08-31
US,19591286,R2V254RHQ2QHWJ,B00UGK5EIC,701403034,"Monarcoa Frankincense Essential Oil - 100% Pure, Best Quality, 10ml",Health & Personal Care,5,0,0,N,N,Five Stars,"Love it, thank you.would l love top try new things out like this.",2015-08-31
US,28785192,R1KY4OXLUH9ET5,B00QKXH05Y,114568251,"Natural Joint Support Supplement - Relieves Joint Pain & Improves Mobility - Contains Glucosamine, MSM, Turmeric, Yucca & Collagen - Green Root Wellness",Health & Personal Care,5,0,0,N,Y,Great product.,Good product. We have noticed a significant difference in the motion of knees and ankles. Motion is a whole lot better and pain significantly less since I purchased this product over a month ago. Just ordered 2nd time a couple of weeks ago.,2015-08-31
US,43703636,RTX0USNIFSP2T,B00C1LXBFC,47345635,"Stur - Variety Pack (Pack of 5), All-Natural, Sugar-Free, Calorie-Free, High antioxidant Vitamin C, Makes 100 Drinks",Health & Personal Care,5,0,0,N,Y,I absolutely love this product,I absolutely love this product. It has the best taste and most exciting flavors of all enhancers. Highly recommended.,2015-08-31
